chembl_id,name,smiles,mechanism,phase
CHEMBL1000019,Analog_19,CN(C)C(=O)C1=CC=C(C=C1)NC(=O)C2=CC=C(C=C2)NC3=NC=CC(=N3)C4=CN=CC=C4C,Kinase Inhibitor,4
CHEMBL1000020,Analog_20,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCOC,Kinase Inhibitor,4
CHEMBL1000021,Analog_21,CC1=CC2=C(C=C1)N=C(C3=CC=C(C=C3)S(=O)(=O)NC(C)C)N(N2)C4=CC=CC=C4C,Kinase Inhibitor,4
CHEMBL1000022,Analog_22,CN1CCN(CC1)C2=CC=C(C=C2)NC3=NC=CC(=N3)C4=C(C5=C(C=CC=C5)N4)C6=CC=CC=C6C,Kinase Inhibitor,4
CHEMBL1000023,Analog_23,C1CC(C1)C2=CC(=C(C=C2)C3=C(C=C4C(=N3)C=CN4)C5=CC(=CC=C5)NS(=O)(=O)C)FC,Kinase Inhibitor,4
CHEMBL1000024,Analog_24,CC(C)(C)C1=NC(=C(S1)C2=CC(=NC(=N2)C3=CC=CC(=C3)F)C4=CC(=CC=C4)NS(=O)(=O)C)C5=CC=CC=C5C,Kinase Inhibitor,4
CHEMBL1000025,Analog_25,CC1=C(C=C(C=C1)F)C(=O)NC2=CC=C(C=C2)C3=C(C=C4C(=N3)C=CN4)C5=CC(=CC=C5)S(=O)(=O)NC,Kinase Inhibitor,4
CHEMBL1000026,Analog_26,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5CC,Kinase Inhibitor,4
CHEMBL1000027,Analog_27,COC1=C(C=C2C(=C1)N(C=N2)C3CCN(CC3)C(=O)C=C)NC4=CC(=C(C=C4)F)ClCC,Kinase Inhibitor,4
CHEMBL1000028,Analog_28,CS(=O)(=O)CCNHCC1=CC=C(C=C1)C2=NC(=C(N2)C3=C4C=CNC4=NC=N3)C5=C(C=CC(=C5)O)OCC,Kinase Inhibitor,4
CHEMBL1000029,Analog_29,COCCOC1=C(C=C2C(=C1)N(C=N2)C3=CC(=C(C=C3)C#C)NC(=O)C=C)OCCC,Kinase Inhibitor,4
CHEMBL1000030,Analog_30,CN1CCN(CC1)CC2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)F)ClCC,Kinase Inhibitor,4
CHEMBL1000031,Analog_31,CC(C)C1=NC(=C(N1)C2=NC=NC3=CC=C(C=C32)OC)C4=CC=C(C=C4)NC(=O)NC5=CC=C(C=C5)C(F)(F)FCC,Kinase Inhibitor,4
CHEMBL1000032,Analog_32,CN(C)C(=O)C1=CC=C(C=C1)NC(=O)C2=CC=C(C=C2)NC3=NC=CC(=N3)C4=CN=CC=C4CC,Kinase Inhibitor,4
CHEMBL1000033,Analog_33,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCOCC,Kinase Inhibitor,4
CHEMBL1000034,Analog_34,CC1=CC2=C(C=C1)N=C(C3=CC=C(C=C3)S(=O)(=O)NC(C)C)N(N2)C4=CC=CC=C4CC,Kinase Inhibitor,4
CHEMBL1000035,Analog_35,CN1CCN(CC1)C2=CC=C(C=C2)NC3=NC=CC(=N3)C4=C(C5=C(C=CC=C5)N4)C6=CC=CC=C6CC,Kinase Inhibitor,4
CHEMBL1000036,Analog_36,C1CC(C1)C2=CC(=C(C=C2)C3=C(C=C4C(=N3)C=CN4)C5=CC(=CC=C5)NS(=O)(=O)C)FCC,Kinase Inhibitor,4
CHEMBL1000037,Analog_37,CC(C)(C)C1=NC(=C(S1)C2=CC(=NC(=N2)C3=CC=CC(=C3)F)C4=CC(=CC=C4)NS(=O)(=O)C)C5=CC=CC=C5CC,Kinase Inhibitor,4
CHEMBL1000038,Analog_38,CC1=C(C=C(C=C1)F)C(=O)NC2=CC=C(C=C2)C3=C(C=C4C(=N3)C=CN4)C5=CC(=CC=C5)S(=O)(=O)NCC,Kinase Inhibitor,4
CHEMBL1000039,Analog_39,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5CCC,Kinase Inhibitor,4
CHEMBL1000040,Analog_40,COC1=C(C=C2C(=C1)N(C=N2)C3CCN(CC3)C(=O)C=C)NC4=CC(=C(C=C4)F)ClCCC,Kinase Inhibitor,4
CHEMBL1000041,Analog_41,CS(=O)(=O)CCNHCC1=CC=C(C=C1)C2=NC(=C(N2)C3=C4C=CNC4=NC=N3)C5=C(C=CC(=C5)O)OCCC,Kinase Inhibitor,4
CHEMBL1000042,Analog_42,COCCOC1=C(C=C2C(=C1)N(C=N2)C3=CC(=C(C=C3)C#C)NC(=O)C=C)OCCCC,Kinase Inhibitor,4
CHEMBL1000043,Analog_43,CN1CCN(CC1)CC2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)F)ClCCC,Kinase Inhibitor,4
CHEMBL1000044,Analog_44,CC(C)C1=NC(=C(N1)C2=NC=NC3=CC=C(C=C32)OC)C4=CC=C(C=C4)NC(=O)NC5=CC=C(C=C5)C(F)(F)FCCC,Kinase Inhibitor,4
CHEMBL1000045,Analog_45,CN(C)C(=O)C1=CC=C(C=C1)NC(=O)C2=CC=C(C=C2)NC3=NC=CC(=N3)C4=CN=CC=C4CCC,Kinase Inhibitor,4
CHEMBL1000046,Analog_46,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCOCCC,Kinase Inhibitor,4
CHEMBL1000047,Analog_47,CC1=CC2=C(C=C1)N=C(C3=CC=C(C=C3)S(=O)(=O)NC(C)C)N(N2)C4=CC=CC=C4CCC,Kinase Inhibitor,4
CHEMBL1000048,Analog_48,CN1CCN(CC1)C2=CC=C(C=C2)NC3=NC=CC(=N3)C4=C(C5=C(C=CC=C5)N4)C6=CC=CC=C6CCC,Kinase Inhibitor,4
CHEMBL1000049,Analog_49,C1CC(C1)C2=CC(=C(C=C2)C3=C(C=C4C(=N3)C=CN4)C5=CC(=CC=C5)NS(=O)(=O)C)FCCC,Kinase Inhibitor,4
CHEMBL1000050,Analog_50,CC(C)(C)C1=NC(=C(S1)C2=CC(=NC(=N2)C3=CC=CC(=C3)F)C4=CC(=CC=C4)NS(=O)(=O)C)C5=CC=CC=C5CCC,Kinase Inhibitor,4
CHEMBL1000051,Analog_51,CC1=C(C=C(C=C1)F)C(=O)NC2=CC=C(C=C2)C3=C(C=C4C(=N3)C=CN4)C5=CC(=CC=C5)S(=O)(=O)NCCC,Kinase Inhibitor,4
CHEMBL1000052,Analog_52,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5CCCC,Kinase Inhibitor,4
CHEMBL1000053,Analog_53,COC1=C(C=C2C(=C1)N(C=N2)C3CCN(CC3)C(=O)C=C)NC4=CC(=C(C=C4)F)ClCCCC,Kinase Inhibitor,4
CHEMBL1000054,Analog_54,CS(=O)(=O)CCNHCC1=CC=C(C=C1)C2=NC(=C(N2)C3=C4C=CNC4=NC=N3)C5=C(C=CC(=C5)O)OCCCC,Kinase Inhibitor,4
CHEMBL1000055,Analog_55,COCCOC1=C(C=C2C(=C1)N(C=N2)C3=CC(=C(C=C3)C#C)NC(=O)C=C)OCCCCC,Kinase Inhibitor,4
CHEMBL1000056,Analog_56,CN1CCN(CC1)CC2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)F)ClCCCC,Kinase Inhibitor,4
CHEMBL1000057,Analog_57,CC(C)C1=NC(=C(N1)C2=NC=NC3=CC=C(C=C32)OC)C4=CC=C(C=C4)NC(=O)NC5=CC=C(C=C5)C(F)(F)FCCCC,Kinase Inhibitor,4
CHEMBL1000058,Analog_58,CN(C)C(=O)C1=CC=C(C=C1)NC(=O)C2=CC=C(C=C2)NC3=NC=CC(=N3)C4=CN=CC=C4CCCC,Kinase Inhibitor,4
CHEMBL1000059,Analog_59,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCOCCCC,Kinase Inhibitor,4
CHEMBL1000060,Analog_60,CC1=CC2=C(C=C1)N=C(C3=CC=C(C=C3)S(=O)(=O)NC(C)C)N(N2)C4=CC=CC=C4CCCC,Kinase Inhibitor,4
CHEMBL1000061,Analog_61,CN1CCN(CC1)C2=CC=C(C=C2)NC3=NC=CC(=N3)C4=C(C5=C(C=CC=C5)N4)C6=CC=CC=C6CCCC,Kinase Inhibitor,4
CHEMBL1000062,Analog_62,C1CC(C1)C2=CC(=C(C=C2)C3=C(C=C4C(=N3)C=CN4)C5=CC(=CC=C5)NS(=O)(=O)C)FCCCC,Kinase Inhibitor,4
CHEMBL1000063,Analog_63,CC(C)(C)C1=NC(=C(S1)C2=CC(=NC(=N2)C3=CC=CC(=C3)F)C4=CC(=CC=C4)NS(=O)(=O)C)C5=CC=CC=C5CCCC,Kinase Inhibitor,4
CHEMBL1000064,Analog_64,CC1=C(C=C(C=C1)F)C(=O)NC2=CC=C(C=C2)C3=C(C=C4C(=N3)C=CN4)C5=CC(=CC=C5)S(=O)(=O)NCCCC,Kinase Inhibitor,4
CHEMBL1000065,Analog_65,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,Kinase Inhibitor,4
CHEMBL1000066,Analog_66,COC1=C(C=C2C(=C1)N(C=N2)C3CCN(CC3)C(=O)C=C)NC4=CC(=C(C=C4)F)Cl,Kinase Inhibitor,4
CHEMBL1000067,Analog_67,CS(=O)(=O)CCNHCC1=CC=C(C=C1)C2=NC(=C(N2)C3=C4C=CNC4=NC=N3)C5=C(C=CC(=C5)O)O,Kinase Inhibitor,4
CHEMBL1000068,Analog_68,COCCOC1=C(C=C2C(=C1)N(C=N2)C3=CC(=C(C=C3)C#C)NC(=O)C=C)OC,Kinase Inhibitor,4
CHEMBL1000069,Analog_69,CN1CCN(CC1)CC2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)F)Cl,Kinase Inhibitor,4
CHEMBL1000070,Analog_70,CC(C)C1=NC(=C(N1)C2=NC=NC3=CC=C(C=C32)OC)C4=CC=C(C=C4)NC(=O)NC5=CC=C(C=C5)C(F)(F)F,Kinase Inhibitor,4
CHEMBL1000071,Analog_71,CN(C)C(=O)C1=CC=C(C=C1)NC(=O)C2=CC=C(C=C2)NC3=NC=CC(=N3)C4=CN=CC=C4,Kinase Inhibitor,4
CHEMBL1000072,Analog_72,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,Kinase Inhibitor,4
CHEMBL1000073,Analog_73,CC1=CC2=C(C=C1)N=C(C3=CC=C(C=C3)S(=O)(=O)NC(C)C)N(N2)C4=CC=CC=C4,Kinase Inhibitor,4
CHEMBL1000074,Analog_74,CN1CCN(CC1)C2=CC=C(C=C2)NC3=NC=CC(=N3)C4=C(C5=C(C=CC=C5)N4)C6=CC=CC=C6,Kinase Inhibitor,4
CHEMBL1000075,Analog_75,C1CC(C1)C2=CC(=C(C=C2)C3=C(C=C4C(=N3)C=CN4)C5=CC(=CC=C5)NS(=O)(=O)C)F,Kinase Inhibitor,4
CHEMBL1000076,Analog_76,CC(C)(C)C1=NC(=C(S1)C2=CC(=NC(=N2)C3=CC=CC(=C3)F)C4=CC(=CC=C4)NS(=O)(=O)C)C5=CC=CC=C5,Kinase Inhibitor,4
CHEMBL1000077,Analog_77,CC1=C(C=C(C=C1)F)C(=O)NC2=CC=C(C=C2)C3=C(C=C4C(=N3)C=CN4)C5=CC(=CC=C5)S(=O)(=O)N,Kinase Inhibitor,4
CHEMBL1000078,Analog_78,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5C,Kinase Inhibitor,4
CHEMBL1000079,Analog_79,COC1=C(C=C2C(=C1)N(C=N2)C3CCN(CC3)C(=O)C=C)NC4=CC(=C(C=C4)F)ClC,Kinase Inhibitor,4
CHEMBL1000080,Analog_80,CS(=O)(=O)CCNHCC1=CC=C(C=C1)C2=NC(=C(N2)C3=C4C=CNC4=NC=N3)C5=C(C=CC(=C5)O)OC,Kinase Inhibitor,4
CHEMBL1000081,Analog_81,COCCOC1=C(C=C2C(=C1)N(C=N2)C3=CC(=C(C=C3)C#C)NC(=O)C=C)OCC,Kinase Inhibitor,4
CHEMBL1000082,Analog_82,CN1CCN(CC1)CC2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)F)ClC,Kinase Inhibitor,4
CHEMBL1000083,Analog_83,CC(C)C1=NC(=C(N1)C2=NC=NC3=CC=C(C=C32)OC)C4=CC=C(C=C4)NC(=O)NC5=CC=C(C=C5)C(F)(F)FC,Kinase Inhibitor,4
CHEMBL1000084,Analog_84,CN(C)C(=O)C1=CC=C(C=C1)NC(=O)C2=CC=C(C=C2)NC3=NC=CC(=N3)C4=CN=CC=C4C,Kinase Inhibitor,4
CHEMBL1000085,Analog_85,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCOC,Kinase Inhibitor,4
CHEMBL1000086,Analog_86,CC1=CC2=C(C=C1)N=C(C3=CC=C(C=C3)S(=O)(=O)NC(C)C)N(N2)C4=CC=CC=C4C,Kinase Inhibitor,4
CHEMBL1000087,Analog_87,CN1CCN(CC1)C2=CC=C(C=C2)NC3=NC=CC(=N3)C4=C(C5=C(C=CC=C5)N4)C6=CC=CC=C6C,Kinase Inhibitor,4
CHEMBL1000088,Analog_88,C1CC(C1)C2=CC(=C(C=C2)C3=C(C=C4C(=N3)C=CN4)C5=CC(=CC=C5)NS(=O)(=O)C)FC,Kinase Inhibitor,4
CHEMBL1000089,Analog_89,CC(C)(C)C1=NC(=C(S1)C2=CC(=NC(=N2)C3=CC=CC(=C3)F)C4=CC(=CC=C4)NS(=O)(=O)C)C5=CC=CC=C5C,Kinase Inhibitor,4
CHEMBL1000090,Analog_90,CC1=C(C=C(C=C1)F)C(=O)NC2=CC=C(C=C2)C3=C(C=C4C(=N3)C=CN4)C5=CC(=CC=C5)S(=O)(=O)NC,Kinase Inhibitor,4
CHEMBL1000091,Analog_91,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5CC,Kinase Inhibitor,4
CHEMBL1000092,Analog_92,COC1=C(C=C2C(=C1)N(C=N2)C3CCN(CC3)C(=O)C=C)NC4=CC(=C(C=C4)F)ClCC,Kinase Inhibitor,4
CHEMBL1000093,Analog_93,CS(=O)(=O)CCNHCC1=CC=C(C=C1)C2=NC(=C(N2)C3=C4C=CNC4=NC=N3)C5=C(C=CC(=C5)O)OCC,Kinase Inhibitor,4
CHEMBL1000094,Analog_94,COCCOC1=C(C=C2C(=C1)N(C=N2)C3=CC(=C(C=C3)C#C)NC(=O)C=C)OCCC,Kinase Inhibitor,4
CHEMBL1000095,Analog_95,CN1CCN(CC1)CC2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)F)ClCC,Kinase Inhibitor,4
CHEMBL1000096,Analog_96,CC(C)C1=NC(=C(N1)C2=NC=NC3=CC=C(C=C32)OC)C4=CC=C(C=C4)NC(=O)NC5=CC=C(C=C5)C(F)(F)FCC,Kinase Inhibitor,4
CHEMBL1000097,Analog_97,CN(C)C(=O)C1=CC=C(C=C1)NC(=O)C2=CC=C(C=C2)NC3=NC=CC(=N3)C4=CN=CC=C4CC,Kinase Inhibitor,4
CHEMBL1000098,Analog_98,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCOCC,Kinase Inhibitor,4
CHEMBL1000099,Analog_99,CC1=CC2=C(C=C1)N=C(C3=CC=C(C=C3)S(=O)(=O)NC(C)C)N(N2)C4=CC=CC=C4CC,Kinase Inhibitor,4
CHEMBL1000100,Analog_100,CN1CCN(CC1)C2=CC=C(C=C2)NC3=NC=CC(=N3)C4=C(C5=C(C=CC=C5)N4)C6=CC=CC=C6CC,Kinase Inhibitor,4
CHEMBL1000101,Analog_101,C1CC(C1)C2=CC(=C(C=C2)C3=C(C=C4C(=N3)C=CN4)C5=CC(=CC=C5)NS(=O)(=O)C)FCC,Kinase Inhibitor,4
CHEMBL1000102,Analog_102,CC(C)(C)C1=NC(=C(S1)C2=CC(=NC(=N2)C3=CC=CC(=C3)F)C4=CC(=CC=C4)NS(=O)(=O)C)C5=CC=CC=C5CC,Kinase Inhibitor,4
CHEMBL1000103,Analog_103,CC1=C(C=C(C=C1)F)C(=O)NC2=CC=C(C=C2)C3=C(C=C4C(=N3)C=CN4)C5=CC(=CC=C5)S(=O)(=O)NCC,Kinase Inhibitor,4
CHEMBL1000104,Analog_104,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5CCC,Kinase Inhibitor,4
CHEMBL1000105,Analog_105,COC1=C(C=C2C(=C1)N(C=N2)C3CCN(CC3)C(=O)C=C)NC4=CC(=C(C=C4)F)ClCCC,Kinase Inhibitor,4
CHEMBL1000106,Analog_106,CS(=O)(=O)CCNHCC1=CC=C(C=C1)C2=NC(=C(N2)C3=C4C=CNC4=NC=N3)C5=C(C=CC(=C5)O)OCCC,Kinase Inhibitor,4
CHEMBL1000107,Analog_107,COCCOC1=C(C=C2C(=C1)N(C=N2)C3=CC(=C(C=C3)C#C)NC(=O)C=C)OCCCC,Kinase Inhibitor,4
CHEMBL1000108,Analog_108,CN1CCN(CC1)CC2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)F)ClCCC,Kinase Inhibitor,4
CHEMBL1000109,Analog_109,CC(C)C1=NC(=C(N1)C2=NC=NC3=CC=C(C=C32)OC)C4=CC=C(C=C4)NC(=O)NC5=CC=C(C=C5)C(F)(F)FCCC,Kinase Inhibitor,4
CHEMBL1000110,Analog_110,CN(C)C(=O)C1=CC=C(C=C1)NC(=O)C2=CC=C(C=C2)NC3=NC=CC(=N3)C4=CN=CC=C4CCC,Kinase Inhibitor,4
CHEMBL1000111,Analog_111,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCOCCC,Kinase Inhibitor,4
CHEMBL1000112,Analog_112,CC1=CC2=C(C=C1)N=C(C3=CC=C(C=C3)S(=O)(=O)NC(C)C)N(N2)C4=CC=CC=C4CCC,Kinase Inhibitor,4
CHEMBL1000113,Analog_113,CN1CCN(CC1)C2=CC=C(C=C2)NC3=NC=CC(=N3)C4=C(C5=C(C=CC=C5)N4)C6=CC=CC=C6CCC,Kinase Inhibitor,4
CHEMBL1000114,Analog_114,C1CC(C1)C2=CC(=C(C=C2)C3=C(C=C4C(=N3)C=CN4)C5=CC(=CC=C5)NS(=O)(=O)C)FCCC,Kinase Inhibitor,4
CHEMBL1000115,Analog_115,CC(C)(C)C1=NC(=C(S1)C2=CC(=NC(=N2)C3=CC=CC(=C3)F)C4=CC(=CC=C4)NS(=O)(=O)C)C5=CC=CC=C5CCC,Kinase Inhibitor,4
CHEMBL1000116,Analog_116,CC1=C(C=C(C=C1)F)C(=O)NC2=CC=C(C=C2)C3=C(C=C4C(=N3)C=CN4)C5=CC(=CC=C5)S(=O)(=O)NCCC,Kinase Inhibitor,4
CHEMBL1000117,Analog_117,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5CCCC,Kinase Inhibitor,4
CHEMBL1000118,Analog_118,COC1=C(C=C2C(=C1)N(C=N2)C3CCN(CC3)C(=O)C=C)NC4=CC(=C(C=C4)F)ClCCCC,Kinase Inhibitor,4
CHEMBL1000119,Analog_119,CS(=O)(=O)CCNHCC1=CC=C(C=C1)C2=NC(=C(N2)C3=C4C=CNC4=NC=N3)C5=C(C=CC(=C5)O)OCCCC,Kinase Inhibitor,4
CHEMBL1000120,Analog_120,COCCOC1=C(C=C2C(=C1)N(C=N2)C3=CC(=C(C=C3)C#C)NC(=O)C=C)OCCCCC,Kinase Inhibitor,4
CHEMBL1000121,Analog_121,CN1CCN(CC1)CC2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)F)ClCCCC,Kinase Inhibitor,4
CHEMBL1000122,Analog_122,CC(C)C1=NC(=C(N1)C2=NC=NC3=CC=C(C=C32)OC)C4=CC=C(C=C4)NC(=O)NC5=CC=C(C=C5)C(F)(F)FCCCC,Kinase Inhibitor,4
CHEMBL1000123,Analog_123,CN(C)C(=O)C1=CC=C(C=C1)NC(=O)C2=CC=C(C=C2)NC3=NC=CC(=N3)C4=CN=CC=C4CCCC,Kinase Inhibitor,4
CHEMBL1000124,Analog_124,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCOCCCC,Kinase Inhibitor,4
CHEMBL1000125,Analog_125,CC1=CC2=C(C=C1)N=C(C3=CC=C(C=C3)S(=O)(=O)NC(C)C)N(N2)C4=CC=CC=C4CCCC,Kinase Inhibitor,4
CHEMBL1000126,Analog_126,CN1CCN(CC1)C2=CC=C(C=C2)NC3=NC=CC(=N3)C4=C(C5=C(C=CC=C5)N4)C6=CC=CC=C6CCCC,Kinase Inhibitor,4
CHEMBL1000127,Analog_127,C1CC(C1)C2=CC(=C(C=C2)C3=C(C=C4C(=N3)C=CN4)C5=CC(=CC=C5)NS(=O)(=O)C)FCCCC,Kinase Inhibitor,4
CHEMBL1000128,Analog_128,CC(C)(C)C1=NC(=C(S1)C2=CC(=NC(=N2)C3=CC=CC(=C3)F)C4=CC(=CC=C4)NS(=O)(=O)C)C5=CC=CC=C5CCCC,Kinase Inhibitor,4
CHEMBL1000129,Analog_129,CC1=C(C=C(C=C1)F)C(=O)NC2=CC=C(C=C2)C3=C(C=C4C(=N3)C=CN4)C5=CC(=CC=C5)S(=O)(=O)NCCCC,Kinase Inhibitor,4
CHEMBL1000130,Analog_130,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,Kinase Inhibitor,4
CHEMBL1000131,Analog_131,COC1=C(C=C2C(=C1)N(C=N2)C3CCN(CC3)C(=O)C=C)NC4=CC(=C(C=C4)F)Cl,Kinase Inhibitor,4
CHEMBL1000132,Analog_132,CS(=O)(=O)CCNHCC1=CC=C(C=C1)C2=NC(=C(N2)C3=C4C=CNC4=NC=N3)C5=C(C=CC(=C5)O)O,Kinase Inhibitor,4
CHEMBL1000133,Analog_133,COCCOC1=C(C=C2C(=C1)N(C=N2)C3=CC(=C(C=C3)C#C)NC(=O)C=C)OC,Kinase Inhibitor,4
CHEMBL1000134,Analog_134,CN1CCN(CC1)CC2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)F)Cl,Kinase Inhibitor,4
CHEMBL1000135,Analog_135,CC(C)C1=NC(=C(N1)C2=NC=NC3=CC=C(C=C32)OC)C4=CC=C(C=C4)NC(=O)NC5=CC=C(C=C5)C(F)(F)F,Kinase Inhibitor,4
CHEMBL1000136,Analog_136,CN(C)C(=O)C1=CC=C(C=C1)NC(=O)C2=CC=C(C=C2)NC3=NC=CC(=N3)C4=CN=CC=C4,Kinase Inhibitor,4
CHEMBL1000137,Analog_137,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,Kinase Inhibitor,4
